,timestamp,DemandRate,Stock,Modal,ProfitMargin,CompetitorPrice,FinalPrice
81,2024-01-04 09:00:00,28,368,26422,0.03,95246.66666666667,27214.66
82,2024-01-04 10:00:00,6,336,26422,0.03,95246.66666666667,27214.66
83,2024-01-04 11:00:00,8,331,26422,0.03,95246.66666666667,27214.66
84,2024-01-04 12:00:00,7,308,26422,0.03,95246.66666666667,27214.66
85,2024-01-04 13:00:00,0,398,26422,0.03,95246.66666666667,27214.66
86,2024-01-04 14:00:00,22,318,26422,0.03,95246.66666666667,27214.66
87,2024-01-04 15:00:00,22,347,26422,0.03,95246.66666666667,27214.66
88,2024-01-04 16:00:00,17,379,26422,0.03,95246.66666666667,27214.66
89,2024-01-04 17:00:00,0,302,26422,0.03,95246.66666666667,27214.66
90,2024-01-04 18:00:00,17,319,26422,0.03,95246.66666666667,27214.66
91,2024-01-04 19:00:00,12,323,26422,0.03,95246.66666666667,27214.66
92,2024-01-04 20:00:00,12,353,26422,0.03,95246.66666666667,27214.66
93,2024-01-04 21:00:00,0,332,26422,0.03,95246.66666666667,27214.66
94,2024-01-04 22:00:00,4,323,26422,0.03,95246.66666666667,27214.66
95,2024-01-04 23:00:00,9,374,26422,0.03,95246.66666666667,27214.66
96,2024-01-05 00:00:00,6,371,26422,0.03,95246.66666666667,27214.66
97,2024-01-05 01:00:00,9,335,26422,0.03,95246.66666666667,27214.66
98,2024-01-05 02:00:00,8,337,26422,0.03,95246.66666666667,27214.66
99,2024-01-05 03:00:00,6,383,26422,0.03,95246.66666666667,27214.66
100,2024-01-05 04:00:00,8,398,26422,0.03,95246.66666666667,27214.66
101,2024-01-05 05:00:00,7,388,26422,0.03,95246.66666666667,27214.66
102,2024-01-05 06:00:00,21,398,26422,0.03,95246.66666666667,27214.66
103,2024-01-05 07:00:00,20,324,26422,0.03,95246.66666666667,27214.66
104,2024-01-05 08:00:00,26,392,26422,0.03,95246.66666666667,27214.66
105,2024-01-05 09:00:00,26,317,26422,0.03,95246.66666666667,27214.66
106,2024-01-05 10:00:00,7,381,26422,0.03,95246.66666666667,27214.66
107,2024-01-05 11:00:00,4,365,26422,0.03,95246.66666666667,27214.66
108,2024-01-05 12:00:00,2,353,26422,0.03,95246.66666666667,27214.66
109,2024-01-05 13:00:00,7,334,26422,0.03,95246.66666666667,27214.66
110,2024-01-05 14:00:00,20,379,26422,0.03,95246.66666666667,27214.66
111,2024-01-05 15:00:00,17,360,26422,0.03,95246.66666666667,27214.66
112,2024-01-05 16:00:00,15,340,26422,0.03,95246.66666666667,27214.66
113,2024-01-05 17:00:00,2,399,26422,0.03,95246.66666666667,27214.66
114,2024-01-05 18:00:00,14,332,26422,0.03,95246.66666666667,27214.66
115,2024-01-05 19:00:00,12,367,26422,0.03,95246.66666666667,27214.66
116,2024-01-05 20:00:00,10,332,26422,0.03,95246.66666666667,27214.66
117,2024-01-05 21:00:00,4,313,26422,0.03,95246.66666666667,27214.66
118,2024-01-05 22:00:00,9,320,26422,0.03,95246.66666666667,27214.66
119,2024-01-05 23:00:00,6,347,26422,0.03,95246.66666666667,27214.66
120,2024-01-06 00:00:00,6,119,26422,0.03,95246.66666666667,74110.6191478214
121,2024-01-06 01:00:00,8,107,26422,0.03,95246.66666666667,81595.3291078592
122,2024-01-06 02:00:00,9,106,26422,0.03,95246.66666666667,82586.1403100749
123,2024-01-06 03:00:00,9,166,26422,0.03,95246.66666666667,49315.32537592981
124,2024-01-06 04:00:00,2,116,26422,0.03,95246.66666666667,74055.08751256252
125,2024-01-06 05:00:00,6,132,26422,0.03,95246.66666666667,66947.20743558681
126,2024-01-06 06:00:00,20,147,26422,0.03,95246.66666666667,64147.6224837974
127,2024-01-06 07:00:00,23,175,26422,0.03,95246.66666666667,49339.31698279373
128,2024-01-06 08:00:00,23,158,26422,0.03,95246.66666666667,59039.64803205219
129,2024-01-06 09:00:00,24,185,26422,0.03,95246.66666666667,43977.92879113833
130,2024-01-06 10:00:00,6,121,26422,0.03,95246.66666666667,73008.64784859035
131,2024-01-06 11:00:00,6,129,26422,0.03,95246.66666666667,68600.42795671205
132,2024-01-06 12:00:00,3,137,26422,0.03,95246.66666666667,62981.87638318617
133,2024-01-06 13:00:00,6,150,26422,0.03,95246.66666666667,57026.302875129375
134,2024-01-06 14:00:00,17,153,26422,0.03,95246.66666666667,59596.62316035268
135,2024-01-06 15:00:00,20,107,26422,0.03,95246.66666666667,86822.94819854536
136,2024-01-06 16:00:00,16,126,26422,0.03,95246.66666666667,74399.92671073572
137,2024-01-06 17:00:00,9,126,26422,0.03,95246.66666666667,71499.2156149804
138,2024-01-06 18:00:00,18,197,26422,0.03,95246.66666666667,35118.665875352264
139,2024-01-06 19:00:00,14,120,26422,0.03,95246.66666666667,76932.3483449897
140,2024-01-06 20:00:00,15,129,26422,0.03,95246.66666666667,72302.34381391865
141,2024-01-06 21:00:00,3,196,26422,0.03,95246.66666666667,30651.01638874785
142,2024-01-06 22:00:00,9,127,26422,0.03,95246.66666666667,70944.78152279614
143,2024-01-06 23:00:00,6,163,26422,0.03,95246.66666666667,49859.51911115025
144,2024-01-07 00:00:00,8,196,26422,0.03,95246.66666666667,32332.767783920735
145,2024-01-07 01:00:00,6,168,26422,0.03,95246.66666666667,47102.68728547964
146,2024-01-07 02:00:00,0,160,26422,0.03,95246.66666666667,49248.5636447251
147,2024-01-07 03:00:00,0,147,26422,0.03,95246.66666666667,56326.77566057614
148,2024-01-07 04:00:00,8,118,26422,0.03,95246.66666666667,75510.28753645954
149,2024-01-07 05:00:00,8,103,26422,0.03,95246.66666666667,83807.82047624042
150,2024-01-07 06:00:00,23,134,26422,0.03,95246.66666666667,72730.11629474128
151,2024-01-07 07:00:00,28,163,26422,0.03,95246.66666666667,58038.747940693516
152,2024-01-07 08:00:00,22,148,26422,0.03,95246.66666666667,64356.75165584364
153,2024-01-07 09:00:00,26,116,26422,0.03,95246.66666666667,84265.95376012409
154,2024-01-07 10:00:00,5,143,26422,0.03,95246.66666666667,60488.44265937943
155,2024-01-07 11:00:00,7,191,26422,0.03,95246.66666666667,34760.40826002791
156,2024-01-07 12:00:00,8,129,26422,0.03,95246.66666666667,69424.23351280179
157,2024-01-07 13:00:00,4,192,26422,0.03,95246.66666666667,33185.06593597436
158,2024-01-07 14:00:00,15,145,26422,0.03,95246.66666666667,63321.38287180543
159,2024-01-07 15:00:00,17,105,26422,0.03,95246.66666666667,86644.9026634221
160,2024-01-07 16:00:00,24,198,26422,0.03,95246.66666666667,36542.601610340906
161,2024-01-07 17:00:00,7,136,26422,0.03,95246.66666666667,65146.862266249074
162,2024-01-07 18:00:00,15,123,26422,0.03,95246.66666666667,75669.65192052456
163,2024-01-07 19:00:00,17,192,26422,0.03,95246.66666666667,37605.700814032054
164,2024-01-07 20:00:00,18,145,26422,0.03,95246.66666666667,64498.07329563606
165,2024-01-07 21:00:00,3,152,26422,0.03,95246.66666666667,54764.927448546885
166,2024-01-07 22:00:00,0,194,26422,0.03,95246.66666666667,30729.631302177975
167,2024-01-07 23:00:00,0,198,26422,0.03,95246.66666666667,28550.29745909842
